ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
272_chest,chest,1592,CHEST,胸脯
273_back,back,1291,BACK,脊背
274_breast,breast,1402,BREAST,乳房
275_armpit,armpit,1886,ARMPIT,腋下/腋窝
276_skin,skin,763,SKIN,皮肤
277_bone,bone,1394,BONE,骨头
278_rib,rib,801,RIB,肋骨
279_stomach,stomach,819,STOMACH,胃
280_belly,belly,1251,BELLY,肚子/腹部
281_navel,navel,1838,NAVEL,脐 (肚脐)
282_waist,waist,1681,WAIST,腰
283_kidney,kidney,489,KIDNEY,肾/腰子
284_intestines,intestines,1991,INTESTINES,肠子
285_heart,heart,1223,HEART,心
286_liver,liver,1224,LIVER,肝
287_lung,lung,688,LUNG,肺/肺脏
288_bladder,bladder?,1746,BLADDER,膀胱
289_gallbladder,gallbladder,,,胆/苦胆
290_bile,bile,1780,BILE,胆汁
291_sweat,sweat,125,SWEAT (SUBSTANCE),汗
292_blood,blood,946,BLOOD,血
293_snot,snot,208,NASAL MUCUS (SNOT),鼻涕/粘液
294_phlegm,phlegm,3061,PHLEGM,痰
295_saliva,saliva,1503,SALIVA,口水
296_milk,milk,635,MILK,奶
297_excrement,excrement,675,FAECES (EXCREMENT),屎
298_urine,urine,1142,URINE,尿
299_pus,pus,1808,PUS,脓
300_sorewound,sore (wound),51,SORE,疮
301_bodyhairfeathers,body hair; feathers,2381,FEATHER OR FUR OR HAIR,毛(翎毛)
302_penis,penis,1222,PENIS,阴茎
303_vulva,vulva,1837,VULVA,女阴
304_anus,anus,1935,ANUS,肛门
305_tendon,tendon,1137,TENDON,筋/腱
306_breath,breath,870,BREATH,呼吸
307_strength,strength,202,STRENGTH,力气
308_person,person,683,PERSON,人
309_male,male,2106,MALE PERSON,男人
310_female,female,2105,FEMALE PERSON,女人
311_autonym,Autonym,3433,AUTONYM (OF PEOPLE),(自称)
312_hanchinese,Han Chinese,3373,HAN CHINESE,汉族
313_yilo,Yi/Lo,,,彝族
314_bai,Bai,,,白族
315_dai,Dai,,,傣族
316_child,child,2099,CHILD,儿童
317_elderlyperson,elderly person,725,OLD PERSON,老人
318_olderman,older man,406,OLD MAN,老男人
319_olderwoman,older woman,907,OLD WOMAN,老女人
320_boy,boy,1366,BOY,青年男人
321_girl,girl,1646,GIRL,青年女人
322_friend,friend,1325,FRIEND,朋友
323_enemy,enemy,1358,ENEMY,敌人
324_host,host,1545,HOST,主人
325_guest,guest,1782,GUEST,客人
326_lameperson,lame person,2322,LAME PERSON,瘸子/跛子
327_official,official,3361,OFFICIAL,官
328_highofficial,high official,,,大官
329_lowofficial,low official,,,小官
330_emperor,emperor,1508,KING,皇帝
331_doctor,doctor,597,PHYSICIAN,医生
332_blacksmith,blacksmith,1001,BLACKSMITH,铁匠/锻工
333_soldier,soldier,1941,SOLDIER,兵/士兵
334_bride,bride,1266,BRIDE,新娘
335_groom,groom,3282,GROOM,新郎
336_widow,widow,1756,WIDOW,寡妇
337_widower,widower,1981,WIDOWER,寡郎
339_blind,blind,1653,BLIND,盲; 瞎子
340_deaf,deaf,996,DEAF,聋(子)
341_fathersfather,father's father,2560,PATERNAL GRANDFATHER,爷爷
342_fathersmother,father's mother,3015,PATERNAL GRANDMOTHER,奶奶
343_gpfather,GP father,,,祖父
344_gpmother,GP mother,,,祖母
345_father,father,1217,FATHER,父亲
346_mother,mother,1216,MOTHER,母亲
347_wifesfather,wife's father,1055,FATHER-IN-LAW,岳父
348_wifesmother,wife's mother,1050,MOTHER-IN-LAW,岳母
349_olderbrother,older brother,1759,OLDER BROTHER,哥哥
350_oldersister,older sister,1758,OLDER SISTER,姐姐
352_youngerbrotherofafemale,younger brother of a female,2417,YOUNGER BROTHER (OF WOMAN),弟弟
354_youngersisterofamale,younger sister of a male,2420,YOUNGER SISTER (OF MAN),妹妹
355_siblings,siblings,1640,SIBLING,兄弟姐妹
356_oldestsibling,oldest sibling,,,老大
357_secondsibling,second sibling,,,老二
359_youngestchild,youngest child,,,老幺
360_husband,husband,1200,HUSBAND,丈夫
361_wife,wife,1199,WIFE,妻子
362_son,son,1620,SON,儿子
363_daughter,daughter,1357,DAUGHTER,女儿 (姑娘)
364_daughterinlaw,daughter-in-law,1057,DAUGHTER-IN-LAW,儿媳 (媳妇)
365_soninlaw,son-in-law,1056,SON-IN-LAW,女婿
366_brothersson,brother's son,,,侄子
367_brothersdaughter,brother's daughter,,,侄女
368_sischildmvpt,sis' child (Mvpt),,,外甥/外甥女
369_sonsson,son's son,2702,GRANDSON (SON'S SON),孙子
370_sonsdaughter,son's daughter,,,孙女
371_ancestor,ancestor,1669,ANCESTORS,祖先
372_fathersob,father's OB,2173,PATERNAL UNCLE (FATHER'S OLDER BROTHER),伯父
373_fathersbw,father's BW,,,伯母
374_fathersos,father's OS,3041,PATERNAL AUNT (FATHER'S OLDER SISTER),姑妈
375_fathersyb,father's YB,2174,PATERNAL UNCLE (FATHER'S YOUNGER BROTHER),叔叔
376_mothersob,mother's OB,,,舅舅
377_mothersos,mother's OS,2176,MATERNAL AUNT,姨母
378_malesuffix,male suffix,,,公的
379_femalesuffix,female suffix,,,母的
380_fatherchildrenclf,father+children (CLF),,,三父子
381_motherchildrenclf,mother+children (CLF),,,三母子
382_grandfathergrandchildrenclf,grandfather+grandchildren (CLF),,,三爷孙
383_grandmothergrandchildrenclf,grandmother+grandchildren (CLF),,,三奶孙
384_house,house,1252,HOUSE,房子
385_home,home,2406,HOME,家
386_wall,wall,933,WALL (OF HOUSE),墙壁
387_roof,roof,769,ROOF,房顶
388_tileceramic,tile (ceramic),,,瓦片
389_beammain,beam [main],1132,BEAM,梁(主)
390_beamsmall,beam[small],1132,BEAM,梁(小)
391_postpillar,post; pillar,281,POST,柱子(大)
392_door,door,1567,DOOR,门
393_room,room,1450,ROOM,房间
394_firepit,fire-pit,,,火塘
395_charcoal,charcoal,1188,CHARCOAL,木炭
396_fieldwetfield,field; wet field,140,PADDY FIELD,田 (稻田)
397_dryfield,dry field,2794,FIELD (UPLAND),田 (旱田)
398_garden,garden,586,GARDEN,菜园
399_penfold,pen; fold,851,STABLE,圈(牛圈)
400_granary,granary,3025,BARN OR SHED,仓（装粮食的柜子）
401_shrinetemple,shrine; temple,911,TEMPLE,庙
402_tombgrave,tomb; grave,1773,GRAVE,坟墓
403_graveyard,graveyard,3284,GRAVEYARD,墓地
404_headwrap,head-wrap,,,头巾
405_headdress,headdress,331,HEADDRESS,饰头巾
406_hat,hat,771,HAT,帽子
407_earring,earring,770,EARRING,耳环
408_bracelet,bracelet,1754,BRACELET,手镯
409_ringforfinger,ring (for finger),1374,RING,戒指
410_clothing,clothing,1895,CLOTHES,衣服
411_collar,collar,2012,COLLAR,衣领
412_sleeve,sleeve,2953,SLEEVE,袖子
413_button,button,757,BUTTON,钮扣
414_palmbarkraincape,palm bark rain cape,,,蓑衣
415_pants,pants,809,TROUSERS,裤子
416_belt,belt,772,BELT,裤带
417_shoes,shoes,1381,SHOE,鞋
418_clothfabric,cloth (fabric),1616,CLOTH,布
419_babysling,baby sling,,,背兜
420_shoulderbag,shoulder bag,,,肩袋
421_blanketquilt,blanket; quilt,806,BLANKET,被子
422_pillow,pillow,1044,PILLOW,枕头
423_mat,mat,195,MAT,(垫)席
424_ricepowder,rice powder,3285,RICE FLOUR,米粉
425_flour,flour,1594,FLOUR,面粉
426_porridge,porridge,2049,CONGEE,粥
427_oil,oil,1484,OIL (ORGANIC SUBSTANCE),油
428_lard,lard,1282,FAT (FROM ANIMALS),动物油
429_salt,salt,1274,SALT,盐
430_meat,meat,2615,FLESH OR MEAT,肉
431_soup,soup,1547,SOUP,汤 (菜汤)
432_liquor,liquor,842,LIQUOR,酒
433_tea,tea,1373,TEA,茶 （茶水）
434_sugar,sugar,862,SUGAR,糖
435_jaggery,jaggery,,,红糖
436_saw,saw,1948,SAW,锯子
437_knife,knife,1352,KNIFE,刀
438_kitchenknife,kitchen knife,2772,KITCHEN KNIFE,菜刀
439_pointedknife,pointed knife,,,尖刀
440_sickle,sickle,341,SICKLE,镰刀
441_hatchet,hatchet,677,AXE,斧头
442_hoelarge,hoe (large),284,HOE,锄头
443_plow,plow,2154,PLOUGH (INSTRUMENT),犁
444_yoke,yoke,14,YOKE,牛轭
445_thing,thing,,,东西
446_loom,loom,1787,LOOM,织布机
447_needle,needle,1382,NEEDLE (FOR SEWING),针
448_awl,awl,278,AWL,锥子
449_thread,thread,1161,THREAD,线 (缝衣用的)
450_ballofthread,ball (of thread),1845,BALL,线球
451_ropestring,rope; string,362,STRING,绳子
452_chain,chain,1627,CHAIN,链子
453_whiphorsewhip,whip (horse whip),2630,WHIP,鞭子 (马鞭子)
454_winnowingbasket,winnowing basket,2051,DUSTPAN,簸箕 (簸米用)
455_bamboosievesifterfine,bamboo sieve; sifter (fine),,,筛子(细的)
456_whetstone,whetstone,295,WHETSTONE,磨刀石
457_millstone,millstone,2459,GRINDSTONE,石磨
458_hammer,hammer,1481,HAMMER,锤子
459_chisel,chisel,1979,CHISEL,凿子
460_ricehuller,rice huller,,,碓
461_ricepounder,rice pounder,,,米臼
462_mortar,mortar,224,MORTAR,臼
463_pestle,pestle,225,PESTLE,杵
464_medicineherbalmedicine,medicine; herbal medicine,1372,MEDICINE,药
465_bamboobasket,bamboo basket,3360,BAMBOO BASKET,箩筐 (背东西用)
466_broom,broom,245,BROOM,扫帚
467_potpanwok,pot; pan; wok,2056,WOK,锅 (炒菜的)
468_tubbucket,tub; bucket,2052,BUCKET,桶
469_barrelceramic,"barrel, ceramic",2055,CLAY POT,土罐
470_washbasin,washbasin,915,SINK (BASIN),盆
471_bagsack,bag; sack,2468,BAG,袋子
472_combregular,comb (regular),1475,COMB,梳子
473_finetoothedcomb,fine toothed comb,,,细密梳子
474_bowl,bowl,1530,BOWL,碗
475_smallbowl,small bowl,2053,SMALL BOWL,小碗
476_largebowl,large bowl,3286,LARGE BOWL,大碗
477_chopsticks,chopsticks,1987,CHOPSTICKS,筷子
478_bed,bed,1663,BED,床
479_ladder,ladder,1464,LADDER,梯子
480_firewood,firewood,10,FIREWOOD,柴
481_manurefertilizer,manure; fertilizer,2057,DUNG (ANIMAL FAECES),粪 (肥料)
482_road,road,2457,PATH OR ROAD,路
483_bridge,bridge,1011,BRIDGE,桥
484_market,market,633,MARKET,街子(市场)
485_money,money,1559,MONEY,钱
486_price,price,657,PRICE,价钱 (价格)
487_folksong,folksong,2059,FOLK SONG,民歌／山歌
488_song,song,1096,SONG,歌
489_story,story,2060,STORY,故事
490_wordwritten,word (written),1599,WORD,字
491_speech,speech,1115,SPEECH,话
492_soundvoice,sound; voice,1811,SOUND OR NOISE,声音
493_book,book,963,BOOK,书
494_name,name,1405,NAME,名字
495_dream,dream,2374,DREAM,梦
496_shadow,shadow,1388,SHADE,影子
497_deity,deity,3231,DEITY,神
498_god,God,1944,GOD,上帝
499_soul1,soul (1),811,SOUL,魂
500_spiritevil,spirit (evil),1175,GHOST,鬼
501_boundarymarker,boundary marker,,,边界记号
502_fence,fence,1690,FENCE,栅栏
503_gun,gun,1566,GUN,枪
504_bow,bow,994,BOW,弓
505_arrow,arrow,977,ARROW,箭
506_arrowhead,arrow (head),,,箭头
507_cageegforducks,"cage (e.g., for ducks)",3283,CAGE,笼
508_drum,drum,908,DRUM,鼓
509_gong,gong,2502,GONG,铜锣
510_town,town,1391,TOWN,城
511_village,village,930,VILLAGE,村(寨)
512_custom,custom,1747,CUSTOM,风俗
513_ritualtree,ritual tree,,,龙树
514_invocation,invocation,,,祈祷
515_bell,bell,2246,BELL,铃
516_flute,flute,777,FLUTE,笛子
517_gourdreedorgan,gourd reed-organ,,,芦笙
518_pipeyuantong,pipe (yuantong),1124,PIPE,烟筒
519_trap,trap,1075,TRAP (PITFALL),陷阱
520_poison,poison,655,POISON,毒药
521_lookat,look at,1819,LOOK,看
522_see,see,1409,SEE,看见
523_show,show,1039,SHOW,给看
524_listen,listen,1608,LISTEN,听
525_hear,hear,1408,HEAR,听见
526_eat,eat,1336,EAT,吃
527_feed,feed,739,FEED,喂（人、猪）
528_feedanimals,feed animals,,,喂 (喂鸡)
529_drink,drink,1401,DRINK,喝
530_givetodrink,give to drink,,,给喝
531_bite,bite,1403,BITE,咬
532_chew,chew,321,CHEW,嚼
533_lick,lick,319,LICK,舔
534_savor,savor,2190,TASTE,含
535_swallow,swallow,897,SWALLOW,咽
536_spit,spit,1440,SPIT,吐 (吐口水)
537_vomit,vomit,1278,VOMIT,呕吐
538_suck,suck,1421,SUCK,吸
539_blowon,blow (on),176,BLOW (WITH MOUTH),吹 (吹火)
540_say,say,1458,SAY,说
541_speak,speak,1623,SPEAK,讲
542_tell,tell,1711,TELL,告诉
543_callbecalled,call; be called,180,CALL BY NAME,叫
544_ask,ask,1309,ASK (INQUIRE),问
545_answer,answer,1275,ANSWER,答 (回答)
546_sendforrequest,send for; request,1828,ASK (REQUEST),请
547_smell,smell,1586,SMELL (PERCEIVE),闻 (嗅)
548_touchfeelstroke,touch; feel; stroke,1892,TOUCH,摸 (摸摸刀口)
549_take,take,1749,TAKE,拿 (拿书)
550_graspgrip,grasp; grip,855,SEIZE,握(握刀把)
551_grab,grab,855,SEIZE,抓住
552_pickegfruit,"pick (e.g., fruit)",2148,PICK,摘 (摘果子)
553_rubwithhands,rub (with hands),1449,RUB,搓 (措绳子)
554_riptear,rip; tear,1735,TEAR (SHRED),撕
555_twistwring,twist; wring,430,TWIST,拧 (拧毛巾)
556_pickup,pick up,371,PICK UP,拾 (拾起)
557_catchseize,catch; seize,702,CATCH,捉 (捉鸡)
558_scattersprinkleegseed,"scatter; sprinkle (e.g., seed)",2064,SCATTER (SEEDS),撒 (撒种子)
559_throwaway,throw away,3696,THROW AWAY,丢掉
560_pitchthrowfromsideway,pitch (throw from side way),,,摔 (石头)
561_tossoverhand,toss (overhand),1456,THROW,投
562_stretchstretchout,stretch; stretch out,214,STRETCH,伸 (伸手)
563_pound,pound,354,POUND,舂/捣碎
564_liftoverhead,lift (over head),1317,RAISE,举起
565_fold,fold,1470,FOLD,折
566_squeeze,squeeze,1414,SQUEEZE,挤压/榨
567_pinch,pinch,378,PINCH,捏
568_massage,massage,3119,MASSAGE (SOMEBODY),按摩
569_bend,bend,2224,BEND (SOMETHING),使弯曲
571_pullb,pull b,1455,PULL,拉
572_push,push,1452,PUSH,推
573_kick,kick,1135,KICK,踢
574_kneel,kneel,66,KNEEL,跪
575_sit,sit,1416,SIT,坐
576_carryonback,"carry, on back",465,CARRY ON BACK,背 (背小孩)
577_carryinarms,"carry,  in arms",,,抱 (抱小孩)
578_carryfromhand,"carry, from hand",412,CARRY IN HAND,提
579_carrymidpole,"carry, mid pole",,,担
